lsoacode,hpmd202003,hpmd202103
E01013227,127391,117719
E01013228,131996,114762
E01013229,106938,96600
E01013231,89695,93500
E01013233,91111,88306
E01013234,107412,122648
E01033414,113530,132669
E01013236,139523,137320
E01013237,94788,91821
E01013238,100648,88293
E01013239,127896,141100
E01013240,132194,137096
E01013241,198291,208800
E01013242,304352,305846
E01013243,266219,256837
E01013244,195436,258714
E01013245,105629,164357
E01013246,173143,194025
E01013247,192718,229021
E01013248,169933,203160
E01013249,126793,197383
E01013250,228438,291922
E01013251,263365,318439
E01013252,247869,268694
E01013253,205830,217042
E01013254,129242,152763
E01013255,176262,201290
E01013256,163546,168400
E01013257,199017,198427
E01013258,175858,164990
E01013259,175474,176965
E01013260,156447,162541
E01013261,161220,172086
E01013262,171128,207331
E01013263,149198,162816
E01013264,155606,152608
E01013265,186840,191777
E01013266,161450,162810
E01013267,306223,376766
E01013268,195016,211844
E01013269,269174,268957
E01013270,186729,184978
E01013271,135769,124445
E01013272,147023,192373
E01013273,191130,189526
E01013274,190588,199198
E01013275,162841,185211
E01013276,162926,166225
E01013277,144737,180167
E01013278,78083,
E01013279,91667,
E01013280,111365,120269
E01013281,101624,144458
E01013282,122862,125002
E01013283,120730,232314
E01013284,92153,103492
E01013285,128075,142882
E01013286,83750,109432
E01013287,123798,127600
E01013288,150894,178842
E01013289,152281,188831
E01013290,198182,189202
E01013291,140708,135569
E01013292,153477,165452
E01013293,178444,197248
E01013294,197858,206259
E01013295,118612,140931
E01013296,63292,71300
E01013297,118838,129071
E01013298,112857,105708
E01013299,,91421
E01013300,71712,58679
E01013301,120260,130242
E01013302,139341,215692
E01013303,142232,118231
E01013304,188758,252386
E01013305,228477,226497
E01013306,231932,254027
E01013307,188850,221196
E01013308,132192,149845
E01013309,173528,241431
E01013310,91996,99571
E01013311,84645,81375
E01013312,87969,78536
E01013313,104208,109026
E01013314,113694,135136
E01013315,93981,107300
E01013316,154079,177026
E01013317,162333,142641
E01013318,115792,138495
E01013319,111136,123203
E01013320,97958,109528
E01013321,166781,176976
E01013322,211107,199041
E01013323,210861,205362
E01013324,222553,263353
E01013325,163700,226840
E01013326,227248,244609
E01013327,162060,195247
E01013328,248536,211282
E01013329,207021,210844
E01013330,73313,74689
E01013331,93933,94500
E01013332,137552,118385
E01013333,132354,156808
E01013334,128438,139628
E01033296,143568,145613
E01033297,159025,153249
E01013335,222144,220857
E01013336,243566,264932
E01013337,262344,280907
E01013338,240750,249312
E01013339,260135,245432
E01013340,477650,468217
E01013341,293550,337620
E01013342,325750,322431
E01013343,221561,217399
E01013344,422680,518741
E01013345,230726,246103
E01013346,381294,545136
E01013347,215179,207132
E01013348,216924,251222
E01013349,178100,195833
E01013350,232630,205518
E01013351,292667,347306
E01013352,298046,364139
E01013353,211455,207398
E01013354,258212,270075
E01013355,282570,271045
E01013356,241800,218553
E01013357,433473,439761
E01013358,374668,411138
E01013359,202021,227463
E01013360,297900,356500
E01013361,279582,298095
E01013362,264018,309611
E01013363,191080,200086
E01013364,311056,241676
E01013365,350939,398375
E01013366,529628,670227
E01013368,284535,290639
E01013369,300115,414081
E01013370,227192,259481
E01013371,291307,312792
E01013372,263357,260298
E01013373,320208,320750
E01013374,327766,338533
E01013375,307275,282875
E01013376,339794,313688
E01013377,290969,319211
E01013378,355636,354600
E01013379,343950,406563
E01013380,323548,288643
E01013381,222894,269470
E01013382,230194,263184
E01013383,181542,206563
E01013384,204792,231106
E01013385,231431,301923
E01013386,183853,214854
E01013387,400467,428125
E01013388,246875,319080
E01013389,257903,301418
E01013390,177484,177241
E01013391,202729,246484
E01013392,250818,273031
E01013393,207214,232779
E01013394,257122,274260
E01013395,320253,336018
E01013396,256956,281200
E01013397,256429,278971
E01013398,253255,238800
E01013399,178438,188833
E01013400,189974,190826
E01013401,193250,243773
E01013402,312068,277471
E01013403,241061,275422
E01013404,247300,337818
E01013405,223934,253810
E01013406,217767,216260
E01013407,301556,364053
E01013408,298925,329667
E01013409,280462,306575
E01013410,185749,207543
E01013411,233740,271762
E01013412,323749,307273
E01013413,378265,455813
E01013414,285193,310446
E01013416,331662,381682
E01013417,538519,551976
E01013418,304073,322307
E01013419,304520,315227
E01013420,250268,283029
E01013421,403356,382287
E01013422,428846,380963
E01013423,440878,414286
E01013424,413050,436625
E01013425,306389,300656
E01013426,452694,480090
E01013427,399286,400951
E01013428,248857,256187
E01013429,263212,271490
E01013430,313659,372421
E01013431,237101,257050
E01013432,239768,258652
E01013433,233633,269734
E01013434,261469,394439
E01013435,262786,265236
E01013436,348000,503156
E01013437,361740,393791
E01013438,266533,337200
E01013439,371750,357327
E01013440,287483,300608
E01013441,200338,229264
E01013442,299935,244579
E01013443,194310,197997
E01013444,175129,188000
E01013445,200498,186010
E01013446,211718,231227
E01013447,188358,198450
E01013448,171778,178591
E01013449,232893,242286
E01013450,387633,362171
E01013451,272205,360929
E01013452,313429,354601
E01033067,203306,213029
E01033068,304900,263059
E01033069,283181,274718
E01033070,266541,302842
E01013453,107682,131685
E01013454,128625,
E01013455,197750,177148
E01013456,98778,108608
E01013457,119846,119139
E01013458,205018,308857
E01013459,160350,180921
E01013460,104143,123208
E01013461,323233,312117
E01013462,275162,308976
E01013463,366844,378625
E01013464,225426,275778
E01013465,259820,296257
E01013466,291344,346500
E01013467,212772,273903
E01013468,272270,318078
E01013469,219946,239612
E01013470,180148,162122
E01013471,119779,121243
E01013472,115079,127468
E01013473,129212,110927
E01013474,150550,153048
E01013475,111868,135667
E01013476,135867,142667
E01013477,141184,132805
E01013479,100571,200417
E01013480,107916,122625
E01013481,98000,
E01013483,126154,160231
E01013484,92150,96750
E01013485,106441,82000
E01013486,88831,93600
E01013487,91711,103067
E01013488,204571,199052
E01013489,225298,221942
E01013490,253028,237033
E01013491,181166,228188
E01013492,267717,218091
E01013493,163591,157500
E01013494,140565,137423
E01013495,157988,178405
E01013496,155415,145727
E01013497,137966,139790
E01013498,160947,168468
E01013499,132898,152000
E01013500,160818,175879
E01013501,174041,193767
E01013502,150505,157115
E01013503,151663,145714
E01013504,124560,139400
E01013505,160281,184580
E01013506,185552,233571
E01013507,177682,208717
E01013508,129809,139429
E01013509,134975,187369
E01013510,143700,146043
E01013511,187273,203980
E01013512,132605,164000
E01013513,133107,149088
E01013514,212320,189540
E01013515,273932,229612
E01013517,165480,134118
E01013518,177664,206165
E01013519,196705,213929
E01013520,230860,263750
E01013521,140029,128184
E01013522,115816,128459
E01013523,128495,149493
E01013524,201917,149407
E01013525,169021,191174
E01013526,293363,360416
E01013527,323020,365019
E01013528,262948,333609
E01013529,213984,216783
E01013530,218857,246261
E01013531,140903,132141
E01013532,121693,120268
E01013533,118786,123325
E01013534,148758,162950
E01013535,114600,139500
E01013536,122499,103938
E01013537,146107,148854
E01013538,101640,133838
E01013539,338075,343457
E01013540,216016,259462
E01013541,269092,235000
E01013542,218428,232717
E01013543,249853,276438
E01013544,326594,336497
E01013545,236700,342708
E01013546,205943,253174
E01013547,143622,137576
E01013548,147111,180583
E01013549,155115,160115
E01013550,145439,130272
E01013551,114976,113854
E01013552,155463,178639
E01013553,151373,153227
E01013554,122688,128700
E01013555,194005,184224
E01013556,182188,205125
E01013557,226368,268403
E01013558,242689,236206
E01013559,183417,188997
E01013560,266742,262791
E01013561,227159,249702
E01013562,241693,261898
E01013563,175994,200052
E01013564,277752,292122
E01013565,117391,126150
E01013566,91120,83532
E01013567,100400,94318
E01013568,96066,100063
E01013569,115449,131469
E01013570,96630,93143
E01013571,118555,126761
E01013572,140439,163132
E01013573,108250,130286
E01013574,249339,257254
E01013575,181670,187735
E01013576,297216,247248
E01013577,240121,280824
E01013578,216920,255204
E01013579,203720,191130
E01013580,168859,162556
E01013581,130816,136989
E01013582,143221,137671
E01013583,123625,
E01013584,100000,99929
E01013585,145450,142077
E01013586,138400,131333
E01013587,148040,137770
E01013588,135455,124536
E01013589,219116,235474
E01013590,129583,133438
E01013591,93414,87875
E01013592,182168,198615
E01013593,180310,201523
E01013594,190957,229489
E01013595,171373,165906
E01013596,252938,238028
E01013597,180536,124063
E01013598,162450,161577
E01013599,202818,203159
E01033166,163538,162448
E01033167,,
E01033168,262283,277990
E01033169,260054,283787
E01033170,175461,177064
E01033171,147628,155024
E01033172,115234,122095
E01013600,146100,164100
E01013601,156944,208611
E01013602,139417,168974
E01013603,157063,145778
E01013604,140058,182409
E01013605,173024,179250
E01013606,193163,223156
E01013607,168729,213064
E01013608,180371,196700
E01013609,200188,245816
E01013610,196580,179455
E01013611,237675,272609
E01013612,225997,199753
E01013613,139453,153528
E01013614,156680,168357
E01013615,266555,276905
E01013616,157700,173333
E01013617,181882,241313
E01013618,133033,165591
E01013619,162000,179600
E01013620,161600,151679
E01013621,249331,
E01013622,,143200
E01013623,216412,207194
E01013624,215333,250000
E01013625,246400,203000
E01013626,193500,
E01013627,,231000
E01013628,,
E01013629,169875,206917
E01013630,159278,
E01013631,172724,172354
E01013632,138375,
E01013633,166389,197364
E01013634,163556,
E01013635,207500,196833
E01013636,228778,272600
E01013637,150836,180055
E01013638,,156301
E01013639,161873,176083
E01013640,133500,
E01013641,157731,181220
E01013642,223643,314334
E01013643,207158,232265
E01013646,211779,196583
E01013647,,
E01013648,129455,150636
E01013649,220238,200737
E01013650,240600,248188
E01013651,174982,198333
E01013652,159500,204400
E01013653,168900,208385
E01013654,182115,192125
E01013655,167314,202192
E01013656,177818,194818
E01013657,172586,180924
E01013658,183607,221643
E01013659,130933,198143
E01013660,191321,213982
E01013661,172636,196438
E01013662,187929,254667
E01013663,231357,277000
E01013664,170143,154500
E01013665,191578,238400
E01013666,320000,315905
E01013667,173457,185000
E01013668,179067,173607
E01013669,284861,306250
E01013670,250706,284300
E01013671,258136,273192
E01013672,410088,383052
E01013673,144958,153495
E01013674,153429,156300
E01013675,154033,154545
E01013676,139761,160556
E01013677,129813,154056
E01013678,183524,199577
E01013679,153278,
E01013680,174730,191190
E01013681,136429,139833
E01013682,129725,140018
E01013683,147133,137313
E01013684,122170,132938
E01013685,194523,210896
E01013686,215967,209059
E01013687,158271,156715
E01013688,139184,156577
E01013689,170700,200063
E01013690,185614,169250
E01013691,138490,
E01013692,175167,
E01013693,,
E01013694,200708,201136
E01013695,350527,235200
E01013696,230069,266134
E01013697,231502,231235
E01013698,239274,227273
E01013699,251367,311224
E01013700,247475,247167
E01013702,303630,308048
E01013703,356975,395053
E01013704,324815,452638
E01013705,254247,229263
E01013706,417873,460983
E01013707,297296,300389
E01013709,222139,283000
E01013710,220146,284344
E01013711,205305,438145
E01013712,241636,334639
E01013713,211400,
E01013714,194711,290700
E01013715,205833,
E01013716,171250,208400
E01013717,191654,226667
E01013718,,210688
E01013719,,
E01013720,,
E01013721,172042,190450
E01013722,174750,226500
E01013723,150860,150400
E01013725,,
E01013726,139111,145167
E01013727,151292,169500
E01013728,147167,156143
E01013729,171618,201333
E01013730,158167,149450
E01013731,151746,152797
E01013732,189795,227563
E01013733,188766,180189
E01013734,222722,
E01013735,194150,261188
E01013736,179720,209645
E01013737,248400,252000
E01013738,211000,273667
E01013739,194000,209600
E01013740,228900,225556
E01013741,221667,215500
E01013742,,
E01013743,172590,201667
E01013744,,
E01013745,,178542
E01013746,,
E01013747,176944,199400
E01013748,,
E01013749,212056,
E01013750,218571,
E01013751,167645,
E01013752,,220278
E01013753,154767,158000
E01013754,,
E01013755,,
E01013756,319075,227200
E01013757,,318857
E01013758,236417,250625
E01013759,301222,348692
E01013760,168373,184533
E01013761,146495,
E01013762,206583,254700
E01013763,187464,
E01013764,270750,269313
E01013765,,187750
E01013766,299438,358692
E01013767,246167,283455
E01013768,196192,234917
E01013770,219413,245678
E01013771,285273,272950
E01013772,167115,197688
E01013773,189214,243192
E01013774,144886,168857
E01013775,146013,171079
E01013776,163750,158431
E01013777,143734,158333
E01013778,138779,146143
E01013779,153823,205773
E01013780,252597,264750
E01013781,170584,172167
E01013782,136000,174321
E01013783,219767,230235
E01013784,191435,186304
E01013785,302767,276714
E01013786,172536,197404
E01032597,164125,169794
E01032599,225563,259929
E01032602,156119,169375
E01032862,162585,185850
E01032863,185071,203417
E01032865,233576,272827
E01032867,121643,106500
E01032868,124313,99200
E01032872,133333,128635
E01032873,165643,133868
E01032875,,
E01013787,369574,667818
E01013788,387093,340265
E01013789,497425,700893
E01013790,407087,470737
E01013791,602118,542000
E01013792,578475,520017
E01013793,321906,389191
E01013794,514385,550896
E01013795,565833,624274
E01013796,634222,622875
E01013797,424519,357073
E01013798,282966,289579
E01013799,268285,243368
E01013800,233185,255995
E01013801,228351,268025
E01013802,328945,370222
E01013803,242047,319710
E01013804,341428,324944
E01013805,382250,345382
E01013806,311333,334000
E01013807,318474,353267
E01013808,309156,298075
E01013809,419192,444972
E01013810,104313,101869
E01013811,,
E01013812,,
E01013813,,
E01013814,133238,149056
E01013815,149714,
E01013816,127654,154333
E01013817,114778,127000
E01013818,119429,
E01013819,128267,
E01013820,110376,
E01013821,103850,120350
E01013822,106875,
E01013823,118148,141063
E01013824,106517,115513
E01013825,131929,132429
E01013826,109600,110800
E01013827,135000,139313
E01013828,129381,134487
E01013829,123341,142721
E01013830,159033,151558
E01013831,169906,190875
E01013832,119187,122250
E01013833,114182,127409
E01013834,130867,130125
E01013835,138906,145150
E01013836,123776,109154
E01013837,171550,186611
E01013838,181505,205943
E01013839,95855,102844
E01013840,164995,175103
E01013841,143118,122904
E01013842,113800,113350
E01013843,128889,124593
E01013844,137164,101417
E01013845,102583,111050
E01013846,90088,
E01013847,127098,160700
E01013849,123475,119200
E01013850,115647,147467
E01013851,97600,102227
E01013852,128147,144269
E01013853,139096,139481
E01013854,128231,129722
E01013855,99267,124167
E01013856,136583,145815
E01013858,129111,146063
E01013859,133450,154889
E01013860,150818,183189
E01013861,105357,121571
E01013862,199125,185864
E01013863,205241,222375
E01013864,220487,221855
E01013865,115250,113137
E01013866,129500,
E01013867,119773,134400
E01013868,115079,138375
E01013870,156250,137870
E01013871,150206,125500
E01013872,185295,151482
E01013873,138816,152300
E01013874,176694,200817
E01013875,156137,182818
E01013876,131944,150222
E01013877,88861,
E01013878,,167125
E01013879,174595,108800
E01013880,106963,122500
